ID of track	time index	cell row	cell col	velocity (pixels moved between timepoints) (µm)	Angle of movement	Delta of Angle of movement	angle of movement relative to "center"	length of track (total number of timepoints track was found)	Consistency of motion	Cumulated distance travelled (µm)	Distance between start and endpoint (µm)
34	68	19.500000	977.500000	0.721132	63.434947	153.434945	-154.577778	90	0.091105	90.777748	21.582966
34	69	20.000000	978.500000	0.782612	-74.054602	-137.489549	-17.116326	90	0.082479	90.777748	21.582966
34	70	20.333333	977.333333	0.688336	141.340188	-144.605210	127.467953	90	0.095225	90.777748	21.582966
34	71	19.500000	978.000000	0.456084	-44.999999	173.659813	-46.142248	90	0.085486	90.777748	21.582966
34	72	20.000000	977.500000	0.360566	116.565048	161.565047	152.262826	90	0.088961	90.777748	21.582966
34	73	19.750000	978.000000	0.360566	-116.565048	126.869904	25.408161	90	0.092258	90.777748	21.582966
34	74	19.500000	977.500000	0.721132	63.434947	179.999995	-154.577778	90	0.083275	90.777748	21.582966
34	75	20.000000	978.500000	0.000000	0.000000	-63.434947	-91.170929	90	0.083275	90.777748	21.582966
34	76	20.000000	978.500000	0.721132	-116.565048	-116.565048	25.394119	90	0.088925	90.777748	21.582966
34	77	19.500000	977.500000	0.645000	89.999997	-153.434955	178.857172	90	0.088333	90.777748	21.582966
34	78	19.500000	978.500000	0.980845	-80.537676	-170.537673	-10.603988	90	0.082251	90.777748	21.582966
34	79	19.750000	977.000000	3.494830	-158.338845	-77.801169	67.180774	90	0.152326	90.777748	21.582966
34	80	14.714286	975.000000	6.658876	-171.645644	-13.306800	80.781029	90	0.261088	90.777748	21.582966
34	81	4.500000	973.500000	2.280419	-44.999999	126.645646	-45.264846	90	0.229541	90.777748	21.582966
34	82	7.000000	971.000000	2.347835	-15.945395	29.054603	-74.467644	90	0.188061	90.777748	21.582966
34	83	10.500000	970.000000	4.794307	-42.273688	-26.328292	-48.346497	90	0.164373	90.777748	21.582966
34	84	16.000000	965.000000	2.219400	-54.462321	-12.188633	-36.487572	90	0.173307	90.777748	21.582966
34	85	18.000000	962.200000	13.989793	27.546545	82.008865	-118.618257	90	0.111792	90.777748	21.582966
34	86	37.230769	972.230769	3.163014	-47.497439	-75.043983	-44.695581	90	0.175342	90.777748	21.582966
34	88	43.857143	965.000000	7.117001	-50.698547	-3.201109	-41.903628	90	0.237756	90.777748	21.582966
34	89	50.846154	956.461538					90		90.777748	21.582966
35	0	97.277778	855.111111	0.827277	-175.030254		78.540168	90	1.000000	43.739545	4.112099
35	1	96.000000	855.000000	0.386926	-78.690065	96.340189	-17.716311	90	0.719590	43.739545	4.112099
35	2	96.117647	854.411765	0.386926	101.309930	179.999995	162.271530	90	0.516684	43.739545	4.112099
35	3	96.000000	855.000000	0.456084	134.999996	33.690067	128.593628	90	0.570569	43.739545	4.112099
35	4	95.500000	855.500000	0.539008	134.999996	-0.000000	128.630413	90	0.636830	43.739545	4.112099
35	5	94.909091	856.090909	0.378193	-150.255115	74.744889	53.928949	90	0.641676	43.739545	4.112099
35	6	94.400000	855.800000	0.288453	153.434945	-56.309941	110.270429	90	0.671351	43.739545	4.112099
35	7	94.000000	856.000000	0.322500	-89.999997	116.565058	-6.266717	90	0.593801	43.739545	4.112099
35	8	94.000000	855.500000	0.456084	-134.999996	-44.999999	38.729649	90	0.603180	43.739545	4.112099
35	9	93.500000	855.000000	0.721132	63.434947	-161.565057	-159.675824	90	0.459945	43.739545	4.112099
35	10	94.000000	856.000000	0.226630	-108.434946	-171.869893	12.168232	90	0.443960	43.739545	4.112099
35	11	93.888889	855.666667	0.330367	139.398701	-112.166353	124.339514	90	0.470565	43.739545	4.112099
35	12	93.500000	856.000000	1.019835	-108.434946	112.166353	12.201302	90	0.439659	43.739545	4.112099
35	13	93.000000	854.500000	0.721132	116.565048	-135.000006	147.223584	90	0.437906	43.739545	4.112099
35	14	92.500000	855.500000	0.721132	-63.434947	-179.999995	-32.736120	90	0.358172	43.739545	4.112099
35	15	93.000000	854.500000	0.658844	69.145540	132.580487	-165.356909	90	0.300256	43.739545	4.112099
35	16	93.363636	855.454545	0.288234	144.462318	75.316778	119.309120	90	0.319228	43.739545	4.112099
35	17	93.000000	855.714286	0.260619	44.999999	-99.462319	-141.202622	90	0.293451	43.739545	4.112099
35	18	93.285714	856.000000	0.334270	-139.969737	175.030264	43.750268	90	0.306042	43.739545	4.112099
35	19	92.888889	855.666667	0.000000	0.000000	139.969737	-96.195612	90	0.306042	43.739545	4.112099
35	20	92.888889	855.666667	0.506760	-134.999996	-134.999996	38.804384	90	0.324419	43.739545	4.112099
35	21	92.333333	855.111111	0.253410	44.118595	179.118591	-140.281408	90	0.298737	43.739545	4.112099
35	22	92.615385	855.384615	0.210500	134.999996	90.881401	128.820471	90	0.308209	43.739545	4.112099
35	23	92.384615	855.615385	0.403840	-79.380343	145.619661	-16.782261	90	0.288134	43.739545	4.112099
35	24	92.500000	855.000000	0.443234	75.963754	155.344097	-172.138402	90	0.268878	43.739545	4.112099
35	25	92.666667	855.666667	0.354587	-104.036241	-179.999995	7.855335	90	0.266198	43.739545	4.112099
35	26	92.533333	855.133333	0.438516	101.309930	-154.653830	162.514170	90	0.266236	43.739545	4.112099
35	27	92.400000	855.800000	0.685312	-81.202587	177.487483	-14.959716	90	0.241704	43.739545	4.112099
35	28	92.562500	854.750000	0.884122	114.227742	-164.569671	149.591677	90	0.255637	43.739545	4.112099
35	29	92.000000	856.000000	0.721132	-63.434947	-177.662689	-32.699460	90	0.216695	43.739545	4.112099
35	30	92.500000	855.000000	0.403840	100.619652	164.054600	163.205700	90	0.216886	43.739545	4.112099
35	31	92.384615	855.615385	0.256147	104.420770	3.801118	159.416626	90	0.219719	43.739545	4.112099
35	32	92.285714	856.000000	0.977323	-81.869895	173.709334	-14.283417	90	0.195858	43.739545	4.112099
35	33	92.500000	854.500000	0.485427	94.763639	176.633534	169.058128	90	0.191051	43.739545	4.112099
35	34	92.437500	855.250000	0.656240	-100.619652	164.616708	4.450934	90	0.193492	43.739545	4.112099
35	35	92.250000	854.250000	0.462548	28.141600	128.761253	-124.305054	90	0.163457	43.739545	4.112099
35	36	92.882353	854.588235	0.677524	105.592808	77.451208	158.204255	90	0.167195	43.739545	4.112099
35	37	92.600000	855.600000	0.000000	0.000000	-105.592808	-96.176970	90	0.167195	43.739545	4.112099
35	38	92.600000	855.600000	0.258112	-65.695449	-65.695449	-30.481522	90	0.158244	43.739545	4.112099
35	39	92.764706	855.235294	0.241456	134.999996	-159.304555	128.809513	90	0.165840	43.739545	4.112099
35	40	92.500000	855.500000	0.322500	-89.999997	135.000006	-6.171070	90	0.162526	43.739545	4.112099
35	41	92.500000	855.000000	0.298182	124.508520	-145.491483	139.316833	90	0.168978	43.739545	4.112099
35	42	92.238095	855.380952	0.068679	-26.565050	-151.073570	-69.589528	90	0.165126	43.739545	4.112099
35	43	92.333333	855.333333	0.548145	-78.690065	-52.125015	-17.471159	90	0.156267	43.739545	4.112099
35	44	92.500000	854.500000	0.836029	95.826339	174.516405	167.995428	90	0.154298	43.739545	4.112099
35	45	92.368421	855.789474	0.733080	-108.914397	155.259263	12.754109	90	0.159148	43.739545	4.112099
35	46	92.000000	854.714286	0.405666	79.824487	-171.261116	-175.968051	90	0.152617	43.739545	4.112099
35	47	92.111111	855.333333	0.134673	-86.185923	-166.010410	-9.960587	90	0.151135	43.739545	4.112099
35	48	92.125000	855.125000	0.000000	0.000000	86.185923	-96.148916	90	0.151135	43.739545	4.112099
35	49	92.125000	855.125000	0.547310	-98.471142	-98.471142	2.322226	90	0.152878	43.739545	4.112099
35	50	92.000000	854.285714	0.547310	81.528853	179.999995	-177.675476	90	0.143969	43.739545	4.112099
35	51	92.125000	855.125000	0.134673	-3.814075	-85.342928	-92.334841	90	0.137346	43.739545	4.112099
35	52	92.333333	855.111111	0.872569	-104.264509	-100.450435	8.101696	90	0.145590	43.739545	4.112099
35	53	92.000000	853.800000	1.076277	84.709916	-171.025574	179.139991	90	0.131618	43.739545	4.112099
35	54	92.153846	855.461538	0.947901	-96.009003	179.281080	-0.139422	90	0.133202	43.739545	4.112099
35	55	92.000000	854.000000	0.860537	77.005381	173.014384	-173.154045	90	0.119100	43.739545	4.112099
35	56	92.300000	855.300000	0.439499	-134.999996	147.994623	38.840741	90	0.128626	43.739545	4.112099
35	57	91.818182	854.818182	0.573602	-66.929586	68.070410	-29.201190	90	0.120530	43.739545	4.112099
35	58	92.166667	854.000000	1.010542	106.782641	173.712227	157.057642	90	0.124038	43.739545	4.112099
35	59	91.714286	855.500000	0.748577	-69.662453	-176.445094	-26.456595	90	0.112900	43.739545	4.112099
35	60	92.117647	854.411765	0.615285	66.370620	136.033073	-162.524142	90	0.101556	43.739545	4.112099
35	61	92.500000	855.285714	0.525295	-105.255116	-171.625736	9.082515	90	0.105015	43.739545	4.112099
35	62	92.285714	854.500000	0.368571	179.999995	-74.744889	83.835974	90	0.115489	43.739545	4.112099
35	63	91.714286	854.500000	0.722246	-95.067159	84.932846	-1.058995	90	0.119392	43.739545	4.112099
35	64	91.615385	853.384615	1.051364	82.316016	177.383175	-178.443552	90	0.106333	43.739545	4.112099
35	65	91.833333	855.000000	0.434908	-47.862404	-130.178420	-48.268082	90	0.096929	43.739545	4.112099
35	66	92.285714	854.500000	0.716703	134.999996	-177.137600	128.835973	90	0.109068	43.739545	4.112099
35	67	91.500000	855.285714	0.585954	-82.703052	142.296952	-13.403326	90	0.105902	43.739545	4.112099
35	68	91.615385	854.384615	0.468204	69.044221	151.747273	-165.164640	90	0.098897	43.739545	4.112099
35	69	91.875000	855.062500	0.716656	-72.992051	-142.036272	-23.140750	90	0.093247	43.739545	4.112099
35	70	92.200000	854.000000	0.554850	144.462318	-142.545631	119.375754	90	0.102643	43.739545	4.112099
35	71	91.500000	854.500000	0.350870	-23.198590	-167.660908	-72.913360	90	0.093476	43.739545	4.112099
35	72	92.000000	854.285714	0.326497	131.185922	154.384511	132.667456	90	0.097629	43.739545	4.112099
35	73	91.666667	854.666667	0.152028	-134.999996	93.814082	38.878183	90	0.100363	43.739545	4.112099
35	74	91.500000	854.500000	0.387597	56.309931	-168.690073	-152.421880	90	0.093102	43.739545	4.112099
35	75	91.833333	855.000000	0.084986	-71.565049	-127.874980	-24.565437	90	0.092250	43.739545	4.112099
35	76	91.875000	854.875000	0.614022	-113.198587	-41.633538	17.064451	90	0.098761	43.739545	4.112099
35	77	91.500000	854.000000	0.724684	98.530763	-148.270650	165.353736	90	0.097935	43.739545	4.112099
35	78	91.333333	855.111111	1.044712	-84.093857	177.375381	-12.002717	90	0.096252	43.739545	4.112099
35	79	91.500000	853.500000	0.645000	89.999997	174.093854	173.880946	90	0.091760	43.739545	4.112099
35	80	91.500000	854.500000	0.000000	0.000000	-89.999997	-96.111950	90	0.091760	43.739545	4.112099
35	81	91.500000	854.500000	0.000000	0.000000	0.000000	-96.111950	90	0.091760	43.739545	4.112099
35	82	91.500000	854.500000	0.000000	0.000000	0.000000	-96.111950	90	0.091760	43.739545	4.112099
35	83	91.500000	854.500000	0.253099	77.005381	77.005381	-173.117331	90	0.089376	43.739545	4.112099
35	84	91.588235	854.882353	0.189706	126.869894	49.864513	137.015023	90	0.091651	43.739545	4.112099
35	85	91.411765	855.117647	0.768250	-110.224856	122.905250	14.123133	90	0.097789	43.739545	4.112099
35	86	91.000000	854.000000	0.721132	63.434947	173.659803	-159.517281	90	0.087145	43.739545	4.112099
35	87	91.500000	855.000000	0.645000	-89.999997	-153.434945	-6.108405	90	0.087407	43.739545	4.112099
35	88	91.500000	854.000000	0.322500	179.999995	-90.000008	83.884504	90	0.094013	43.739545	4.112099
35	89	91.000000	854.000000					90		43.739545	4.112099
