ID of track	time index	cell row	cell col	velocity (pixels moved between timepoints) (µm)	Angle of movement	Delta of Angle of movement	angle of movement relative to "center"	length of track (total number of timepoints track was found)	Consistency of motion	Cumulated distance travelled (µm)	Distance between start and endpoint (µm)
13	60	366.400000	760.800000	0.909066	104.145793	177.619994	140.138823	64	0.048268	35.368176	2.617931
13	61	366.055556	762.166667	2.939644	-99.117860	156.736347	-16.536311	64	0.094570	35.368176	2.617931
13	62	365.333333	757.666667	1.266382	104.036241	-156.845899	140.221228	64	0.074019	35.368176	2.617931
13	63	364.857143	759.571429					64		35.368176	2.617931
14	0	378.500000	1052.000000	0.657774	168.690063		81.521672	60	1.000000	48.110698	11.429429
14	1	377.500000	1052.200000	0.465317	-122.005380	69.304557	12.268813	60	0.828368	48.110698	11.429429
14	2	377.117647	1051.588235	0.456229	99.574225	-138.420395	150.697070	60	0.623620	48.110698	11.429429
14	3	377.000000	1052.285714	0.350870	156.801405	57.227180	93.487635	60	0.688897	48.110698	11.429429
14	4	376.500000	1052.500000	0.721132	116.565048	-40.236357	133.751824	60	0.709262	48.110698	11.429429
14	5	376.000000	1053.500000	0.456084	-134.999996	108.434956	25.358235	60	0.656390	48.110698	11.429429
14	6	375.500000	1053.000000	0.614022	113.198587	-111.801416	137.175172	60	0.669167	48.110698	11.429429
14	7	375.125000	1053.875000	0.450523	-57.528806	-170.727393	-52.064291	60	0.504612	48.110698	11.429429
14	8	375.500000	1053.285714	0.824794	-125.909720	-68.380913	16.288396	60	0.485140	48.110698	11.429429
14	9	374.750000	1052.250000	1.072040	83.088771	-151.001510	167.308303	60	0.427940	48.110698	11.429429
14	10	374.950000	1053.900000	0.765465	-87.585341	-170.674112	-21.998882	60	0.337130	48.110698	11.429429
14	11	375.000000	1052.714286	0.645000	89.999997	177.585339	160.392987	60	0.336096	48.110698	11.429429
14	12	375.000000	1053.714286	0.847013	-112.380132	157.619871	2.790307	60	0.312274	48.110698	11.429429
14	13	374.500000	1052.500000	0.470120	149.036239	-98.583629	101.377215	60	0.345147	48.110698	11.429429
14	14	373.875000	1052.875000	0.602048	-69.623563	141.340198	-39.926340	60	0.295102	48.110698	11.429429
14	15	374.200000	1052.000000	0.595787	79.796024	149.419587	170.623332	60	0.273321	48.110698	11.429429
14	16	374.363636	1052.909091	0.241764	165.963752	86.167728	84.463320	60	0.290476	48.110698	11.429429
14	17	374.000000	1053.000000	0.456084	44.999999	-120.963753	-154.553797	60	0.257709	48.110698	11.429429
14	18	374.500000	1053.500000	0.912168	-134.999996	-179.999995	25.430629	60	0.279302	48.110698	11.429429
14	19	373.500000	1052.500000	0.456084	44.999999	179.999995	-154.538210	60	0.246536	48.110698	11.429429
14	20	374.000000	1053.000000	0.114021	-134.999996	-179.999995	25.446198	60	0.249380	48.110698	11.429429
14	21	373.875000	1052.875000	0.162499	-145.784294	-10.784298	36.234390	60	0.255591	48.110698	11.429429
14	22	373.666667	1052.733333	0.372150	106.789827	-107.425879	143.667907	60	0.262013	48.110698	11.429429
14	23	373.500000	1053.285714	0.446964	-81.702853	171.507320	-27.821887	60	0.242028	48.110698	11.429429
14	24	373.600000	1052.600000	0.635251	66.037509	147.740362	-175.578840	60	0.221845	48.110698	11.429429
14	25	374.000000	1053.500000	0.860000	-89.999997	-156.037507	-19.545224	60	0.198242	48.110698	11.429429
14	26	374.000000	1052.166667	0.790557	114.075495	-155.924507	136.356396	60	0.215644	48.110698	11.429429
14	27	373.500000	1053.285714	0.834693	-83.474915	162.449590	-26.049824	60	0.192311	48.110698	11.429429
14	28	373.647059	1052.000000	0.923112	106.107131	-170.417954	144.338963	60	0.203520	48.110698	11.429429
14	29	373.250000	1053.375000	0.659092	-58.902685	-165.009816	-50.608444	60	0.171506	48.110698	11.429429
14	30	373.777778	1052.500000	0.368927	119.054601	177.957286	131.393758	60	0.180434	48.110698	11.429429
14	31	373.500000	1053.000000	0.228042	44.999999	-74.054602	-154.529635	60	0.171658	48.110698	11.429429
14	32	373.750000	1053.250000	0.822217	-101.309930	-146.309928	-8.227502	60	0.167290	48.110698	11.429429
14	33	373.500000	1052.000000	0.345531	68.962487	170.272417	-178.509281	60	0.158876	48.110698	11.429429
14	34	373.692308	1052.500000	0.345531	-111.037508	-179.999995	1.489999	60	0.161501	48.110698	11.429429
14	35	373.500000	1052.000000	0.341906	-30.963756	80.073752	-78.583038	60	0.144607	48.110698	11.429429
14	36	373.954545	1051.727273	0.600508	100.447815	131.411570	149.978720	60	0.146756	48.110698	11.429429
14	37	373.785714	1052.642857	0.145691	18.434948	-82.012866	-127.984520	60	0.139566	48.110698	11.429429
14	38	374.000000	1052.714286	0.138214	-89.999997	-108.434946	-19.558705	60	0.137784	48.110698	11.429429
14	39	374.000000	1052.500000	0.322500	89.999997	179.999995	160.437620	60	0.138179	48.110698	11.429429
14	40	374.000000	1053.000000	0.599288	-109.653821	160.346181	0.100023	60	0.140395	48.110698	11.429429
14	41	373.687500	1052.125000	0.427192	96.833435	-153.512744	153.612850	60	0.141722	48.110698	11.429429
14	42	373.608696	1052.782609	0.246846	-91.301950	171.864615	-18.236668	60	0.139134	48.110698	11.429429
14	43	373.600000	1052.400000	0.565944	-62.878695	28.423255	-46.666068	60	0.124711	48.110698	11.429429
14	44	374.000000	1051.619048	0.942252	119.629051	-177.492254	130.793424	60	0.140613	48.110698	11.429429
14	45	373.277778	1052.888889	0.717298	-84.140810	156.230139	-25.379990	60	0.131836	48.110698	11.429429
14	46	373.391304	1051.782609	0.475396	103.262020	-172.597170	147.192710	60	0.134137	48.110698	11.429429
14	47	373.222222	1052.500000	0.285080	-63.265433	-166.527454	-46.259347	60	0.127114	48.110698	11.429429
14	48	373.421053	1052.105263	0.203591	14.036243	77.301676	-123.577411	60	0.118575	48.110698	11.429429
14	49	373.727273	1052.181818	0.510170	-142.471555	-156.507798	32.916893	60	0.131682	48.110698	11.429429
14	50	373.100000	1051.700000	0.322500	36.869897	179.341452	-146.402490	60	0.120276	48.110698	11.429429
14	51	373.500000	1052.000000	0.175909	89.999997	53.130101	160.453209	60	0.119670	48.110698	11.429429
14	52	373.500000	1052.272727	0.797721	-94.637730	175.362273	-14.904382	60	0.120462	48.110698	11.429429
14	53	373.400000	1051.040000	0.880608	95.042448	-170.319822	155.399099	60	0.117791	48.110698	11.429429
14	54	373.280000	1052.400000	0.914081	-81.069408	-176.111856	-28.459882	60	0.111179	48.110698	11.429429
14	55	373.500000	1051.000000	4.120833	53.130101	134.199509	-162.694081	60	0.081786	48.110698	11.429429
14	56	377.333333	1056.111111	0.573473	-51.866428	-104.996529	-57.794648	60	0.065246	48.110698	11.429429
14	57	377.882353	1055.411765	1.717577	-95.674608	-43.808180	-14.024919	60	0.020872	48.110698	11.429429
14	58	377.619048	1052.761905	12.117214	-17.860862	77.813747	-91.871725	60	0.237565	48.110698	11.429429
14	59	395.500000	1047.000000					60		48.110698	11.429429
15	0	543.526316	880.368421	0.938986	-123.289644		1.599085	54	1.000000	52.653808	3.923114
15	1	542.727273	879.151515	0.224021	-100.049346	23.240299	-21.638960	54	0.987300	52.653808	3.923114
15	2	542.666667	878.809524	1.006098	102.339084	-157.611570	135.965505	54	0.354896	52.653808	3.923114
15	3	542.333333	880.333333	1.191290	-77.845056	179.815859	-43.790274	54	0.385537	52.653808	3.923114
15	4	542.722222	878.527778	1.465289	128.878629	-153.276315	109.415124	54	0.298220	52.653808	3.923114
15	5	541.296296	880.296296	0.492482	112.833651	-16.044978	125.578895	54	0.315827	52.653808	3.923114
15	6	541.000000	881.000000	0.322500	179.999995	67.166344	58.446966	54	0.353509	52.653808	3.923114
15	7	540.500000	881.000000	0.721132	-63.434947	116.565058	-58.094472	54	0.258843	52.653808	3.923114
15	8	541.000000	880.000000	0.728826	-128.659805	-65.224858	7.077742	54	0.315264	52.653808	3.923114
15	9	540.294118	879.117647	1.068468	87.594804	-143.745392	150.830864	54	0.252054	52.653808	3.923114
15	10	540.363636	880.772727	0.293182	-143.130098	129.275098	21.600534	54	0.269283	52.653808	3.923114
15	11	540.000000	880.500000	1.834071	-50.906140	92.223959	-70.614143	54	0.169545	52.653808	3.923114
15	12	541.793103	878.293103	1.468751	163.379239	-145.714622	74.951553	54	0.228594	52.653808	3.923114
15	13	539.611111	878.944444	0.904542	118.535866	-44.843372	119.917089	54	0.233814	52.653808	3.923114
15	14	538.941176	880.176471	1.207095	-55.544035	-174.079901	-65.935529	54	0.182804	52.653808	3.923114
15	15	540.000000	878.633333	0.603067	-34.469071	21.074964	-87.105428	54	0.158976	52.653808	3.923114
15	16	540.770833	878.104167	1.921609	126.469231	160.938302	111.904389	54	0.178185	52.653808	3.923114
15	17	539.000000	880.500000	0.794320	-35.706690	-162.175921	-85.766282	54	0.134169	52.653808	3.923114
15	18	540.000000	879.781250	1.246595	140.906137	176.612828	97.552724	54	0.177268	52.653808	3.923114
15	19	538.500000	881.000000	0.689265	-52.001266	167.092597	-69.433557	54	0.147524	52.653808	3.923114
15	20	539.157895	880.157895	0.144026	-134.999996	-82.998730	13.509634	54	0.152039	52.653808	3.923114
15	21	539.000000	880.000000	0.338771	-66.801408	68.198589	-54.686058	54	0.144845	52.653808	3.923114
15	22	539.206897	879.517241	0.328675	138.792616	-154.405976	99.696115	54	0.153086	52.653808	3.923114
15	23	538.823529	879.852941	1.479816	-61.497208	159.710176	-59.986166	54	0.132765	52.653808	3.923114
15	24	539.918367	877.836735	1.817067	109.025603	170.522811	129.380575	54	0.125730	52.653808	3.923114
15	25	539.000000	880.500000	0.595048	-93.270485	157.703912	-28.202487	54	0.125792	52.653808	3.923114
15	26	538.947368	879.578947	0.486872	108.657885	-158.071629	129.844926	54	0.127903	52.653808	3.923114
15	27	538.705882	880.294118	0.546208	-69.676861	-178.334747	-51.788152	54	0.119588	52.653808	3.923114
15	28	539.000000	879.500000	0.721132	116.565048	-173.758091	121.932980	54	0.126786	52.653808	3.923114
15	29	538.500000	880.500000	1.632532	-69.775139	173.659813	-51.674160	54	0.111848	52.653808	3.923114
15	30	539.375000	878.125000	1.550853	98.972624	168.747762	139.467683	54	0.101545	52.653808	3.923114
15	31	539.000000	880.500000	1.449199	-61.699243	-160.671866	-59.773730	54	0.083752	52.653808	3.923114
15	32	540.065217	878.521739	0.611578	-110.593542	-48.894299	-10.987291	54	0.097872	52.653808	3.923114
15	33	539.731707	877.634146	1.547378	110.922498	-138.483960	127.486619	54	0.093199	52.653808	3.923114
15	34	538.875000	879.875000	1.795021	-82.008542	167.068960	-39.476630	54	0.101214	52.653808	3.923114
15	35	539.261905	877.119048	1.224919	97.926924	179.935466	140.489447	54	0.086180	52.653808	3.923114
15	36	539.000000	879.000000	0.967500	89.999997	-7.926926	148.483513	54	0.080331	52.653808	3.923114
15	37	539.000000	880.500000	0.647774	-78.111340	-168.111337	-43.361632	54	0.076734	52.653808	3.923114
15	38	539.206897	879.517241	0.061693	34.508522	112.619862	-156.019791	54	0.075081	52.653808	3.923114
15	39	539.285714	879.571429	0.626639	107.102726	72.594204	131.383847	54	0.077484	52.653808	3.923114
15	40	539.000000	880.500000	0.925426	-94.134669	158.762605	-27.338303	54	0.080311	52.653808	3.923114
15	41	538.896552	879.068966	1.161744	-50.366793	43.767876	-71.142793	54	0.071292	52.653808	3.923114
15	42	540.045455	877.681818	0.527297	-69.381810	-19.015017	-52.222543	54	0.075241	52.653808	3.923114
15	43	540.333333	876.916667	1.475924	123.111339	-167.506852	115.248365	54	0.072561	52.653808	3.923114
15	44	539.083333	878.833333	0.646571	-42.856238	-165.967576	-78.669041	54	0.065673	52.653808	3.923114
15	45	539.818182	878.151515	1.036683	139.281532	-177.862230	99.138555	54	0.075127	52.653808	3.923114
15	46	538.600000	879.200000	0.387597	-19.440034	-158.721567	-102.051697	54	0.067203	52.653808	3.923114
15	47	539.166667	879.000000	1.240496	-64.323183	-44.883148	-57.201202	54	0.067171	52.653808	3.923114
15	48	540.000000	877.266667	0.621887	-42.197547	22.125635	-79.416753	54	0.066121	52.653808	3.923114
15	49	540.714286	876.619048	2.151974	129.323926	171.521473	109.009051	54	0.068219	52.653808	3.923114
15	50	538.600000	879.200000	2.339030	-51.044091	179.631984	-70.447640	54	0.061489	52.653808	3.923114
15	51	540.880000	876.380000	0.882933	126.332978	177.377069	111.985169	54	0.056852	52.653808	3.923114
15	52	540.068966	877.482759	1.561955	-79.982751	153.684271	-41.628516	54	0.074508	52.653808	3.923114
15	53	540.490196	875.098039					54		52.653808	3.923114
16	0	565.790698	876.372093	0.304559	-127.998729		5.152220	49	1.000000	24.752982	3.171238
16	1	565.500000	876.000000	0.539217	-175.426074	-47.427345	52.581896	49	0.922373	24.752982	3.171238
16	2	564.666667	875.933333	0.313045	74.054602	-110.519324	163.137723	49	0.552595	24.752982	3.171238
16	3	564.800000	876.400000	0.348150	159.590113	85.535511	77.609949	49	0.648058	24.752982	3.171238
16	4	564.294118	876.588235	0.436243	132.944108	-26.646005	104.284928	49	0.691971	24.752982	3.171238
16	5	563.833333	877.083333	0.445423	-179.012235	48.043658	56.277287	49	0.740129	24.752982	3.171238
16	6	563.142857	877.071429	0.319561	125.217589	-55.770176	112.079037	49	0.747070	24.752982	3.171238
16	7	562.857143	877.476190	0.391908	-71.494051	163.288360	-51.184090	49	0.581079	24.752982	3.171238
16	8	563.050000	876.900000	0.509350	-134.144899	-62.650848	11.440729	49	0.588405	24.752982	3.171238
16	9	562.500000	876.333333	0.727721	95.084958	-130.770143	142.219490	49	0.529678	24.752982	3.171238
16	10	562.400000	877.457143	0.578076	-78.482678	-173.567636	-44.174875	49	0.422504	24.752982	3.171238
16	11	562.578947	876.578947	0.548437	74.931510	153.414188	162.376582	49	0.373466	24.752982	3.171238
16	12	562.800000	877.400000	1.098395	-130.236355	154.832136	7.558597	49	0.403094	24.752982	3.171238
16	13	561.700000	876.100000	0.611901	71.565049	-158.198596	165.769525	49	0.345555	24.752982	3.171238
16	14	562.000000	877.000000	0.721132	-63.434947	-134.999996	-59.217650	49	0.270619	24.752982	3.171238
16	15	562.500000	876.000000	0.937913	146.622164	-149.942889	90.672375	49	0.330515	24.752982	3.171238
16	16	561.285714	876.800000	0.192400	-16.699244	-163.321408	-105.926194	49	0.302586	24.752982	3.171238
16	17	561.571429	876.714286	0.363468	120.465542	137.164785	116.893235	49	0.314734	24.752982	3.171238
16	18	561.285714	877.200000	0.201325	-65.194332	174.340126	-57.419241	49	0.296513	24.752982	3.171238
16	19	561.416667	876.916667	0.380070	8.130102	73.324435	-130.758148	49	0.248620	24.752982	3.171238
16	20	562.000000	877.000000	0.332226	-123.690064	-131.820166	1.037467	49	0.255563	24.752982	3.171238
16	21	561.714286	876.571429	0.309057	116.565048	-119.744888	120.782868	49	0.263628	24.752982	3.171238
16	22	561.500000	877.000000	0.507900	168.906272	52.341224	68.464293	49	0.297223	24.752982	3.171238
16	23	560.727273	877.151515	0.455560	-67.285586	123.808142	-55.303537	49	0.267095	24.752982	3.171238
16	24	561.000000	876.500000	0.656102	34.992019	102.277605	-157.613114	49	0.212067	24.752982	3.171238
16	25	561.833333	877.083333	0.641772	-131.081747	-166.073767	8.439342	49	0.231090	24.752982	3.171238
16	26	561.179487	876.333333	0.780381	74.638382	-154.279871	162.727253	49	0.209616	24.752982	3.171238
16	27	561.500000	877.500000	1.096500	-89.999997	-164.638379	-32.614610	49	0.189316	24.752982	3.171238
16	28	561.500000	875.800000	1.142943	106.389537	-163.610465	130.945392	49	0.199770	24.752982	3.171238
16	29	561.000000	877.500000	0.877295	-53.972625	-160.362162	-68.618813	49	0.153510	24.752982	3.171238
16	30	561.800000	876.400000	0.432679	116.565048	170.537673	120.773805	49	0.162608	24.752982	3.171238
16	31	561.500000	877.000000	0.338051	122.005380	5.440332	115.365185	49	0.172575	24.752982	3.171238
16	32	561.222222	877.444444	0.986068	-92.082563	145.912057	-30.520821	49	0.161779	24.752982	3.171238
16	33	561.166667	875.916667	0.376490	87.954589	-179.962848	149.399265	49	0.157143	24.752982	3.171238
16	34	561.187500	876.500000	0.408013	-127.775681	144.269730	5.145892	49	0.167170	24.752982	3.171238
16	35	560.800000	876.000000	0.451500	0.000000	127.775681	-122.626663	49	0.140575	24.752982	3.171238
16	36	561.500000	876.000000	0.606169	69.863695	69.863695	167.477179	49	0.126671	24.752982	3.171238
16	37	561.823529	876.882353	0.180746	131.905938	62.042244	105.446146	49	0.132343	24.752982	3.171238
16	38	561.636364	877.090909	0.332285	-96.398954	131.695108	-26.234102	49	0.130261	24.752982	3.171238
16	39	561.578947	876.578947	0.420182	129.262262	-134.338784	108.092149	49	0.141669	24.752982	3.171238
16	40	561.166667	877.083333	0.523031	-76.719813	154.017925	-45.891702	49	0.131181	24.752982	3.171238
16	41	561.352941	876.294118	0.332158	140.019850	-143.260337	97.336579	49	0.140875	24.752982	3.171238
16	42	560.958333	876.625000	0.234298	-110.929657	109.050493	-11.685796	49	0.142970	24.752982	3.171238
16	43	560.828571	876.285714	0.396298	-44.778353	66.151304	-77.841152	49	0.128957	24.752982	3.171238
16	44	561.264706	875.852941	0.779421	115.584967	160.363320	121.762446	49	0.139043	24.752982	3.171238
16	45	560.742857	876.942857	0.383391	-94.134669	150.280364	-28.461363	49	0.137106	24.752982	3.171238
16	46	560.700000	876.350000	0.422787	97.416911	-168.448420	139.971457	49	0.137970	24.752982	3.171238
16	47	560.615385	877.000000	0.381384	-63.955803	-161.372714	-58.632622	49	0.128115	24.752982	3.171238
16	48	560.875000	876.468750					49		24.752982	3.171238
17	14	7.000000	759.000000	0.524882	-145.007976		54.479574	39	1.000000	139.055320	31.200937
17	15	6.333333	758.533333	4.857179	55.051977	-159.940048	-145.530351	39	0.811557	139.055320	31.200937
17	16	10.647059	764.705882	1.449358	52.980112	-2.071864	-143.777792	39	0.851061	139.055320	31.200937
17	17	12.000000	766.500000	0.912168	-134.999996	172.019891	44.103074	39	0.635719	139.055320	31.200937
17	18	11.000000	765.500000	5.564734	-165.618601	-30.618605	74.795337	39	0.298644	139.055320	31.200937
17	19	2.642857	763.357143	0.742879	97.125014	-97.256386	172.676623	39	0.326206	139.055320	31.200937
17	20	2.500000	764.500000	4.269320	-10.885527	-108.010540	-79.301834	39	0.165367	139.055320	31.200937
17	21	9.000000	763.250000	1.429890	46.054403	56.939930	-136.729983	39	0.223169	139.055320	31.200937
17	22	10.538462	764.846154	5.139465	-128.801159	-174.855562	38.011760	39	0.038853	139.055320	31.200937
17	23	5.545455	758.636364	9.128883	9.613578	138.414737	-100.032386	39	0.240016	139.055320	31.200937
17	24	19.500000	761.000000	5.741949	128.157223	118.543645	140.374943	39	0.184960	139.055320	31.200937
17	25	14.000000	768.000000	2.635044	-68.459022	163.383755	-22.585314	39	0.151597	139.055320	31.200937
17	26	15.500000	764.200000	3.243651	72.645973	141.104996	-163.807922	39	0.199864	139.055320	31.200937
17	27	17.000000	769.000000	9.805771	-125.781070	161.572956	34.514662	39	0.030064	139.055320	31.200937
17	28	8.111111	756.666667	4.172247	85.770018	-148.448912	-176.384176	39	0.047748	139.055320	31.200937
17	29	8.588235	763.117647	12.670106	-106.527859	167.702123	15.883074	39	0.136056	139.055320	31.200937
17	30	3.000000	744.285714	2.380159	47.353296	153.881155	-137.584234	39	0.104466	139.055320	31.200937
17	31	5.500000	747.000000	0.906528	-90.550901	-137.904197	0.129055	39	0.115137	139.055320	31.200937
17	32	5.486486	745.594595	6.267622	62.323101	152.874002	-152.744704	39	0.044610	139.055320	31.200937
17	33	10.000000	754.200000	6.767584	-112.409834	-174.732935	21.650192	39	0.105798	139.055320	31.200937
17	34	6.000000	744.500000	2.809454	-138.257218	-25.847384	47.795478	39	0.126374	139.055320	31.200937
17	35	2.750000	741.600000	5.660679	-101.501982	36.755236	11.289521	39	0.177285	139.055320	31.200937
17	36	1.000000	733.000000	5.208206	31.065164	132.567146	-121.143328	39	0.137797	139.055320	31.200937
17	37	7.916667	737.166667	1.942884	-25.099884	-56.165048	-65.515408	39	0.144783	139.055320	31.200937
17	38	10.644444	735.888889	5.227193	-76.763976	-51.664092	-14.064732	39	0.185526	139.055320	31.200937
17	39	12.500000	728.000000	3.288868	78.690065	155.454041	-169.673754	39	0.153318	139.055320	31.200937
17	40	13.500000	733.000000	4.560839	-134.999996	146.309938	43.944875	39	0.170649	139.055320	31.200937
17	41	8.500000	728.000000	5.415500	-111.982435	23.017561	21.313493	39	0.204030	139.055320	31.200937
17	42	5.357143	720.214286	3.976846	-96.713359	15.269076	6.287189	39	0.228938	139.055320	31.200937
17	43	4.636364	714.090909	1.050852	-38.202116	58.511243	-52.169879	39	0.231893	139.055320	31.200937
17	44	5.916667	713.083333	2.441410	162.841622	-158.956262	106.682992	39	0.223167	139.055320	31.200937
17	45	2.300000	714.200000	2.176220	-63.322437	133.835941	-26.862074	39	0.233507	139.055320	31.200937
17	46	3.814815	711.185185	1.849500	35.537677	98.860114	-125.845007	39	0.221808	139.055320	31.200937
17	47	6.148148	712.851852	0.571152	111.467648	75.929972	158.038206	39	0.212166	139.055320	31.200937
17	49	5.500000	714.500000	2.619597	-145.750963	102.781389	55.309929	39	0.219880	139.055320	31.200937
17	50	2.142857	712.214286	0.537774	-133.264292	12.486671	43.091907	39	0.224378	139.055320	31.200937
17	52	1.000000	711.000000					39		139.055320	31.200937
18	25	44.200000	728.400000	0.693354	-82.874981		-10.597520	44	1.000000	23.511675	1.203448
18	26	44.333333	727.333333	0.304056	-134.999996	-52.125015	41.511950	44	0.898776	23.511675	1.203448
18	28	43.666667	726.666667	1.075000	89.999997	-135.000006	176.561137	44	0.145879	23.511675	1.203448
18	29	43.666667	728.333333	0.886468	-75.963754	-165.963752	-17.467261	44	0.279554	23.511675	1.203448
18	30	44.000000	727.000000	0.645000	89.999997	165.963752	176.536535	44	0.073812	23.511675	1.203448
18	31	44.000000	728.000000	0.161250	89.999997	0.000000	176.541281	44	0.039627	23.511675	1.203448
18	32	44.000000	728.250000	1.128750	-89.999997	-179.999995	-3.457540	44	0.237069	23.511675	1.203448
18	33	44.000000	726.500000	0.721132	100.304844	-169.695159	166.229311	44	0.097466	23.511675	1.203448
18	34	43.800000	727.600000	0.420489	-57.528806	-157.833650	-35.916120	44	0.183532	23.511675	1.203448
18	36	44.500000	726.500000	0.886468	104.036241	161.565047	162.458627	44	0.047882	23.511675	1.203448
18	37	44.166667	727.833333	0.038007	134.999996	30.963756	131.527420	44	0.044513	23.511675	1.203448
18	38	44.125000	727.875000	0.263430	-88.830858	136.169146	-4.638260	44	0.075936	23.511675	1.203448
18	39	44.133333	727.466667	0.237475	5.194429	94.025287	-98.666143	44	0.074755	23.511675	1.203448
18	40	44.500000	727.500000	0.322500	179.999995	174.805566	86.499679	44	0.069895	23.511675	1.203448
18	41	44.000000	727.500000	0.259000	163.300751	-16.699244	103.238156	44	0.071988	23.511675	1.203448
18	42	43.615385	727.615385	0.177704	-60.751172	135.948077	-32.679197	44	0.080723	23.511675	1.203448
18	43	43.750000	727.375000	0.599152	-64.230671	-3.479499	-29.211395	44	0.125848	23.511675	1.203448
18	44	44.153846	726.538462	1.015738	97.437438	161.668109	169.084811	44	0.023853	23.511675	1.203448
18	45	43.950000	728.100000	0.664976	-98.365883	164.196678	4.911556	44	0.079258	23.511675	1.203448
18	46	43.800000	727.080000	0.517884	98.054412	-163.579705	168.498204	44	0.040300	23.511675	1.203448
18	47	43.687500	727.875000	0.242491	-85.914381	176.031207	-7.520423	44	0.055040	23.511675	1.203448
18	48	43.714286	727.500000	0.047330	156.370618	-117.715001	110.190710	44	0.055286	23.511675	1.203448
18	49	43.647059	727.529412	0.397804	-134.159942	69.469440	40.726684	44	0.085101	23.511675	1.203448
18	50	43.217391	727.086957	0.450264	15.863700	150.023642	-109.265305	44	0.058317	23.511675	1.203448
18	51	43.888889	727.277778	0.160252	63.434947	47.571247	-156.888373	44	0.045601	23.511675	1.203448
18	52	44.000000	727.500000	0.898381	-111.037508	-174.472455	17.576415	44	0.106830	23.511675	1.203448
18	53	43.500000	726.200000	1.137031	86.748052	-162.214440	179.823981	44	0.031833	23.511675	1.203448
18	54	43.600000	727.960000	0.949288	-82.750815	-169.498867	-10.676727	44	0.078270	23.511675	1.203448
18	55	43.785714	726.500000	0.912341	84.996078	167.746893	-178.445085	44	0.021730	23.511675	1.203448
18	56	43.909091	727.909091	0.627441	-126.289816	148.714106	32.837794	44	0.056611	23.511675	1.203448
18	57	43.333333	727.125000	0.443913	-84.441272	41.848544	-8.969258	44	0.075821	23.511675	1.203448
18	58	43.400000	726.440000	0.891033	90.296250	174.737523	176.284771	44	0.033891	23.511675	1.203448
18	59	43.392857	727.821429	0.534309	-82.568590	-172.864840	-10.843355	44	0.051949	23.511675	1.203448
18	60	43.500000	727.000000	0.240377	63.434947	146.003537	-156.859151	44	0.039096	23.511675	1.203448
18	61	43.666667	727.333333	0.240377	-116.565048	-179.999995	23.129327	44	0.050695	23.511675	1.203448
18	62	43.500000	727.000000	0.167920	129.805567	-113.629385	136.770228	44	0.047541	23.511675	1.203448
18	63	43.333333	727.200000	0.831805	-100.268303	129.926130	6.858123	44	0.083314	23.511675	1.203448
18	64	43.103448	725.931034	0.916556	80.690058	-179.041639	-174.088104	44	0.040605	23.511675	1.203448
18	65	43.333333	727.333333	0.548145	-78.690065	-159.380123	-14.719491	44	0.058358	23.511675	1.203448
18	66	43.500000	726.500000	0.721132	116.565048	-164.744887	150.008397	44	0.041882	23.511675	1.203448
18	67	43.000000	727.500000	0.411108	-78.690065	164.744887	-14.692551	44	0.051185	23.511675	1.203448
18	68	43.125000	726.875000					44		23.511675	1.203448
19	36	185.000000	1236.500000	0.387597	56.309931		-154.819167	17	1.000000	9.789820	1.920718
19	37	185.333333	1237.000000	0.387597	123.690064	67.380133	137.788988	17	0.832050	9.789820	1.920718
19	38	185.000000	1237.500000	0.796919	101.410980	-22.279084	160.086559	17	0.912692	9.789820	1.920718
19	39	184.755556	1238.711111	0.237679	-161.428466	97.160554	62.945257	17	0.775625	9.789820	1.920718
19	40	184.406250	1238.593750	1.575830	-67.699588	93.728878	-30.768605	17	0.070999	9.789820	1.920718
19	41	185.333333	1236.333333	1.585933	113.498563	-178.801849	147.975962	17	0.283632	9.789820	1.920718
19	42	184.352941	1238.588235	0.566671	-89.876249	156.625189	-8.589569	17	0.159667	9.789820	1.920718
19	43	184.354839	1237.709677	0.442117	-47.470729	42.405520	-51.001097	17	0.078477	9.789820	1.920718
19	44	184.818182	1237.204545	0.110004	91.909150	139.379879	169.594625	17	0.094771	9.789820	1.920718
19	45	184.812500	1237.375000	0.466457	-101.633631	166.457219	3.138817	17	0.036661	9.789820	1.920718
19	46	184.666667	1236.666667	0.443234	104.036241	-154.330128	157.470760	17	0.142243	9.789820	1.920718
19	48	184.333333	1238.000000	0.326948	-99.462319	156.501440	0.993425	17	0.103762	9.789820	1.920718
19	49	184.250000	1237.500000	0.412473	-87.510445	11.951875	-10.958047	17	0.063649	9.789820	1.920718
19	50	184.277778	1236.861111	0.330258	75.640661	163.151106	-174.114723	17	0.079067	9.789820	1.920718
19	51	184.404762	1237.357143	1.276869	103.869107	28.228446	157.654427	17	0.196195	9.789820	1.920718
19	52	183.930233	1239.279070					17		9.789820	1.920718
20	37	232.739130	1366.608696	8.478706	153.721482		106.613540	22	1.000000	175.758473	108.621697
20	38	220.952381	1372.428571	10.205787	-144.398698	61.879821	45.252918	22	0.859023	175.758473	108.621697
20	39	208.086957	1363.217391	9.369739	36.705270	-178.896032	-135.384132	22	0.322818	175.758473	108.621697
20	40	219.733333	1371.900000	7.135001	-20.689213	-57.394484	-78.410399	22	0.054907	175.758473	108.621697
20	41	230.081967	1367.991803	8.055191	152.543581	173.232794	107.909223	22	0.230951	175.758473	108.621697
